turnid	ROUGE1-R	MRR	Exact match	F1
589_1		0.000000	0.000000	0.133333
591_1		0.000000	0.000000	0.051282
592_1		0.000000	0.000000	0.275862
593_1		0.000000	0.000000	0.042553
594_1		1.000000	0.000000	0.146341
595_1		0.000000	0.000000	0.160000
596_1		0.000000	0.000000	0.121212
597_1		0.000000	0.000000	0.170213
599_1		0.000000	0.000000	0.352941
601_1		1.000000	0.000000	0.181818
604_1		0.000000	0.000000	0.000000
607_1		1.000000	1.000000	1.000000
608_1		1.000000	0.000000	0.857143
609_1		0.000000	0.000000	0.000000
610_1		0.000000	0.000000	0.162162
612_1		0.000000	0.000000	0.000000
613_1		0.000000	0.000000	0.285714
614_1		0.000000	0.000000	0.153846
615_1		0.000000	0.000000	0.000000
616_1		0.000000	0.000000	0.275862
617_1		0.000000	0.000000	0.000000
618_1		0.000000	0.000000	0.113208
619_1		0.500000	1.000000	1.000000
620_1		0.000000	0.000000	0.190476
621_1		0.000000	0.000000	0.000000
622_1		0.000000	0.000000	0.380952
624_1		0.000000	0.000000	0.153846
625_1		0.200000	0.000000	0.203390
626_1		0.000000	0.000000	0.142857
627_1		0.000000	0.000000	0.153846
629_1		0.000000	0.000000	0.137931
630_1		0.000000	0.000000	0.111111
631_1		0.333333	0.000000	0.727273
633_1		0.000000	0.000000	0.650000
634_1		0.000000	0.000000	0.200000
635_1		0.000000	0.000000	0.181818
637_1		0.000000	0.000000	0.421053
639_1		0.000000	0.000000	0.076923
642_1		0.000000	0.000000	0.117647
643_1		0.000000	0.000000	0.285714
645_1		0.000000	0.000000	0.266667
647_1		0.333333	0.000000	0.230769
648_1		0.000000	0.000000	0.136364
650_1		0.250000	0.000000	0.040816
652_1		0.000000	0.000000	0.171429
653_1		0.500000	0.000000	0.086957
655_1		0.000000	0.000000	0.121212
657_1		0.000000	0.000000	0.272727
658_1		0.000000	0.000000	0.375000
659_1		0.000000	0.000000	0.000000
660_1		0.000000	0.000000	0.000000
661_1		0.000000	0.000000	0.000000
662_1		0.500000	0.000000	0.177778
664_1		0.500000	0.000000	0.240000
665_1		0.000000	0.000000	0.133333
670_1		0.000000	0.000000	0.111111
677_1		0.000000	0.000000	0.083333
678_1		0.000000	0.000000	0.074074
679_1		0.000000	0.000000	0.142857
681_1		1.000000	0.000000	0.117647
682_1		0.000000	0.000000	0.470588
683_1		0.000000	0.000000	0.322581
686_1		0.000000	0.000000	0.333333
687_1		0.500000	1.000000	1.000000
688_1		0.000000	0.000000	0.250000
690_1		0.000000	0.000000	0.000000
691_1		0.000000	0.000000	0.190476
692_1		1.000000	0.000000	0.764706
694_1		0.250000	0.000000	0.787879
698_1		0.111111	0.000000	0.150000
701_1		1.000000	0.000000	0.208333
704_1		0.000000	0.000000	0.400000
705_1		0.000000	0.000000	0.222222
706_1		0.000000	0.000000	0.222222
707_1		0.000000	0.000000	0.000000
708_1		0.000000	0.000000	0.142857
709_1		0.000000	0.000000	0.042553
710_1		0.000000	0.000000	0.352941
711_1		0.000000	0.000000	0.166667
712_1		0.000000	0.000000	0.140351
715_1		0.000000	0.000000	0.387097
717_1		0.000000	0.000000	0.000000
718_1		0.333333	0.000000	0.413793
720_1		0.000000	0.000000	0.055556
721_1		1.000000	0.000000	0.965517
726_1		0.000000	0.000000	0.625000
727_1		0.000000	0.000000	0.222222
731_1		0.000000	0.000000	0.000000
734_1		0.333333	0.000000	0.363636
735_1		0.000000	0.000000	0.235294
736_1		0.000000	0.000000	0.000000
737_1		0.333333	0.000000	0.923077
738_1		0.000000	0.000000	0.080000
739_1		0.000000	0.000000	0.066667
741_1		0.142857	0.000000	0.476190
744_1		0.000000	0.000000	0.363636
750_1		0.000000	0.000000	0.086957
751_1		0.000000	0.000000	0.193548
752_1		0.000000	0.000000	0.060606
753_1		0.500000	0.000000	0.571429
755_1		0.000000	0.000000	0.444444
756_1		0.333333	0.000000	0.631579
757_1		0.000000	0.000000	0.200000
758_1		0.000000	0.000000	0.000000
759_1		0.000000	0.000000	0.127660
760_1		0.125000	0.000000	0.800000
763_1		0.000000	0.000000	0.114286
764_1		0.000000	0.000000	0.000000
765_1		0.000000	0.000000	0.086957
767_1		0.000000	0.000000	0.000000
768_1		0.000000	0.000000	0.181818
770_1		0.000000	0.000000	0.000000
771_1		0.000000	0.000000	0.000000
772_1		0.000000	0.000000	0.275862
773_1		0.000000	0.000000	0.210526
775_1		1.000000	0.000000	0.083333
776_1		0.000000	0.000000	0.000000
777_1		0.000000	0.000000	0.240000
778_1		0.000000	0.000000	0.000000
779_1		1.000000	0.000000	0.307692
780_1		0.000000	0.000000	0.153846
781_1		1.000000	0.000000	0.121212
782_1		1.000000	0.000000	0.960000
783_1		0.000000	0.000000	0.105263
784_1		1.000000	0.000000	0.680851
785_1		0.500000	0.000000	0.169492
788_1		0.000000	0.000000	0.325581
789_1		0.111111	0.000000	0.476190
790_1		0.000000	0.000000	0.260870
793_1		0.000000	0.000000	0.000000
794_1		0.000000	0.000000	0.160000
796_1		0.250000	0.000000	0.250000
797_1		0.000000	0.000000	0.260870
798_1		0.000000	0.000000	0.000000
800_1		0.000000	0.000000	0.148148
801_1		0.333333	0.000000	0.431373
802_1		0.000000	0.000000	0.060606
803_1		0.000000	0.000000	0.153846
804_1		0.000000	0.000000	0.043478
806_1		0.500000	0.000000	0.722222
807_1		0.000000	0.000000	0.193548
808_1		0.000000	0.000000	0.266667
811_1		0.000000	0.000000	0.181818
812_1		1.000000	1.000000	1.000000
813_1		0.000000	0.000000	0.333333
814_1		0.000000	0.000000	0.400000
815_1		0.000000	0.000000	0.100000
817_1		0.166667	0.000000	0.232558
818_1		0.000000	0.000000	0.272727
821_1		0.333333	0.000000	0.173913
822_1		0.000000	0.000000	0.214286
823_1		0.000000	0.000000	0.171429
824_1		0.000000	0.000000	0.186047
825_1		0.111111	0.000000	0.125000
826_1		0.000000	0.000000	0.000000
829_1		0.000000	0.000000	0.125000
832_1		0.000000	0.000000	0.062500
833_1		0.100000	0.000000	0.142857
835_1		0.000000	0.000000	0.227273
837_1		1.000000	1.000000	1.000000
839_1		0.000000	0.000000	0.210526
841_1		0.000000	0.000000	0.000000
843_1		0.000000	0.000000	0.108108
844_1		0.000000	0.000000	0.080000
845_1		0.000000	0.000000	0.127660
846_1		0.000000	0.000000	0.000000
849_1		1.000000	0.000000	0.717949
850_1		0.000000	0.000000	0.062500
851_1		0.000000	0.000000	0.142857
853_1		0.000000	0.000000	0.256410
854_1		0.000000	0.000000	0.111111
856_1		0.000000	0.000000	0.160000
857_1		0.333333	0.000000	0.432432
858_1		0.000000	0.000000	0.292683
859_1		0.000000	0.000000	0.122449
860_1		0.142857	0.000000	0.588235
861_1		0.000000	0.000000	0.055556
862_1		0.000000	0.000000	0.000000
863_1		0.111111	0.000000	0.173913
864_1		0.000000	0.000000	0.000000
868_1		0.000000	0.000000	0.129032
869_1		0.000000	0.000000	0.111111
870_1		0.000000	0.000000	0.000000
871_1		1.000000	0.000000	0.243902
873_1		0.000000	0.000000	0.095238
874_1		0.000000	0.000000	0.117647
876_1		0.000000	0.000000	0.000000
878_1		0.000000	0.000000	0.227273
879_1		0.000000	0.000000	0.000000
880_1		0.000000	0.000000	0.235294
881_1		0.000000	0.000000	0.117647
882_1		1.000000	1.000000	1.000000
883_1		0.000000	0.000000	0.210526
884_1		0.111111	0.000000	0.538462
886_1		0.000000	0.000000	0.153846
887_1		0.166667	0.000000	0.461538
888_1		0.000000	0.000000	0.000000
889_1		0.142857	0.000000	0.111111
891_1		0.000000	0.000000	0.125000
892_1		0.000000	0.000000	0.272727
893_1		0.000000	0.000000	0.075472
894_1		0.000000	0.000000	0.307692
900_1		0.500000	0.000000	0.210526
902_1		0.000000	0.000000	0.108108
905_1		0.000000	0.000000	0.000000
906_1		0.000000	0.000000	0.125000
907_1		1.000000	0.000000	0.142857
908_1		0.000000	0.000000	0.555556
910_1		0.200000	0.000000	0.162162
912_1		0.000000	0.000000	0.000000
913_1		0.250000	0.000000	0.157895
915_1		0.000000	0.000000	0.258065
916_1		0.000000	0.000000	0.108108
917_1		0.000000	0.000000	0.043478
918_1		0.000000	0.000000	0.166667
919_1		0.000000	0.000000	0.384615
920_1		0.000000	0.000000	0.000000
921_1		0.000000	0.000000	0.000000
922_1		0.000000	0.000000	0.100000
923_1		0.000000	0.000000	0.074074
924_1		0.000000	0.000000	0.086957
925_1		0.000000	0.000000	0.214286
927_1		0.250000	0.000000	0.315789
928_1		0.000000	0.000000	0.000000
932_1		0.000000	0.000000	0.166667
933_1		0.000000	0.000000	0.000000
934_1		0.000000	0.000000	0.085106
936_1		0.000000	0.000000	0.240000
937_1		0.000000	0.000000	0.055556
938_1		0.000000	0.000000	0.000000
941_1		0.000000	0.000000	0.304348
943_1		0.000000	0.000000	0.095238
944_1		0.000000	0.000000	0.243902
945_1		0.000000	0.000000	0.153846
946_1		0.000000	0.000000	0.052632
947_1		0.000000	0.000000	0.193548
948_1		0.000000	0.000000	0.060606
950_1		0.000000	0.000000	0.285714
951_1		0.142857	0.000000	0.258065
953_1		1.000000	0.000000	0.800000
954_1		0.000000	0.000000	0.000000
955_1		0.000000	0.000000	0.093023
956_1		0.000000	0.000000	0.117647
957_1		0.000000	0.000000	0.000000
960_1		0.000000	0.000000	0.352941
962_1		0.000000	0.000000	0.078431
964_1		0.000000	0.000000	0.240000
965_1		0.000000	0.000000	0.285714
969_1		0.000000	0.000000	0.000000
970_1		0.000000	0.000000	0.200000
971_1		0.142857	0.000000	0.285714
972_1		0.000000	0.000000	0.400000
973_1		0.000000	0.000000	0.148148
975_1		0.333333	0.000000	0.173913
976_1		0.000000	0.000000	0.200000
980_1		0.000000	0.000000	0.111111
981_1		0.000000	0.000000	0.090909
982_1		0.000000	0.000000	0.166667
985_1		0.000000	0.000000	0.324324
986_1		0.000000	0.000000	0.162162
987_1		0.000000	0.000000	0.190476
988_1		0.000000	0.000000	0.470588
989_1		0.000000	0.000000	0.170213
990_1		0.000000	0.000000	0.121212
992_1		0.000000	0.000000	0.095238
994_1		0.000000	0.000000	0.000000
995_1		0.000000	0.000000	0.190476
998_1		0.000000	0.000000	0.307692
999_1		0.000000	0.000000	0.117647
1002_1		0.000000	0.000000	0.307692
1003_1		0.000000	0.000000	0.000000
1010_1		0.000000	0.000000	0.060606
1013_1		0.000000	0.000000	0.102564
1015_1		0.000000	0.000000	0.250000
1017_1		0.000000	0.000000	0.102564
1018_1		0.000000	0.000000	0.085106
1021_1		0.000000	0.000000	0.108108
1022_1		0.000000	0.000000	0.526316
1023_1		0.250000	0.000000	0.125000
1024_1		0.000000	0.000000	0.074074
1025_1		0.000000	0.000000	0.000000
1026_1		0.000000	0.000000	0.000000
1027_1		0.000000	0.000000	0.054054
1028_1		0.000000	0.000000	0.000000
1029_1		0.000000	0.000000	0.000000
1030_1		0.500000	1.000000	1.000000
1031_1		0.142857	0.000000	0.243902
1032_1		0.000000	0.000000	0.600000
1033_1		0.000000	0.000000	0.000000
1034_1		0.000000	0.000000	0.121212
1035_1		0.000000	0.000000	0.000000
1037_1		0.000000	0.000000	0.129032
1040_1		0.000000	0.000000	0.320000
1042_1		0.166667	0.000000	0.214286
1044_1		0.000000	0.000000	0.279070
1047_1		0.000000	0.000000	0.100000
1048_1		0.000000	0.000000	0.142857
1050_1		0.000000	0.000000	0.095238
1051_1		0.000000	0.000000	0.075472
1052_1		0.000000	0.000000	0.000000
1053_1		0.000000	0.000000	0.166667
1056_1		0.125000	0.000000	0.000000
1058_1		1.000000	0.000000	0.949153
1059_1		0.000000	0.000000	0.190476
1060_1		0.000000	0.000000	0.250000
1061_1		1.000000	0.000000	0.744186
1063_1		0.000000	0.000000	0.095238
1064_1		0.000000	0.000000	0.500000
1065_1		0.000000	0.000000	0.269231
1066_1		0.000000	0.000000	0.222222
1071_1		0.000000	0.000000	0.476190
1073_1		0.000000	0.000000	0.190476
1074_1		0.000000	0.000000	0.533333
1075_1		0.000000	0.000000	0.086957
1076_1		0.000000	0.000000	0.000000
1077_1		0.250000	0.000000	0.344828
1078_1		0.000000	0.000000	0.000000
1080_1		0.000000	0.000000	0.133333
1081_1		0.000000	0.000000	0.166667
1083_1		0.200000	0.000000	0.000000
1090_1		0.166667	0.000000	0.285714
1091_1		0.000000	0.000000	0.555556
1092_1		0.333333	0.000000	0.263158
1093_1		0.000000	0.000000	0.000000
1094_1		0.000000	0.000000	0.000000
1095_1		0.000000	0.000000	0.000000
1096_1		0.000000	0.000000	0.193548
1100_1		0.000000	0.000000	0.153846
1101_1		0.000000	0.000000	0.166667
1102_1		0.000000	0.000000	0.125000
1104_1		0.000000	0.000000	0.080000
1105_1		0.000000	0.000000	0.227273
1106_1		0.250000	0.000000	0.285714
1107_1		0.000000	0.000000	0.000000
1108_1		0.000000	0.000000	0.187500
1110_1		0.000000	0.000000	0.000000
1111_1		0.333333	0.000000	0.160000
1113_1		0.333333	0.000000	0.297872
1116_1		0.000000	0.000000	0.129032
1118_1		0.333333	0.000000	0.000000
1121_1		0.000000	0.000000	0.275862
1122_1		0.000000	0.000000	0.066667
1123_1		0.000000	0.000000	0.085106
1124_1		0.000000	0.000000	0.240000
1125_1		0.000000	0.000000	0.193548
1127_1		0.000000	0.000000	0.263158
1128_1		0.000000	0.000000	0.275862
1131_1		0.500000	0.000000	0.190476
1132_1		0.000000	0.000000	0.150000
1133_1		0.000000	0.000000	0.380952
1136_1		0.000000	0.000000	0.136364
1138_1		0.000000	0.000000	0.266667
1139_1		0.000000	0.000000	0.139535
1140_1		0.333333	0.000000	0.692308
1142_1		0.000000	0.000000	0.533333
1144_1		0.000000	0.000000	0.068966
1149_1		0.000000	0.000000	0.190476
1151_1		0.000000	0.000000	0.285714
1154_1		0.333333	0.000000	0.390244
1157_1		0.000000	0.000000	0.097561
1158_1		0.500000	0.000000	0.484848
1159_1		1.000000	0.000000	0.888889
1160_1		0.000000	0.000000	0.045455
1161_1		0.000000	0.000000	0.148148
1163_1		0.000000	0.000000	0.352941
1164_1		0.000000	0.000000	0.521739
1166_1		1.000000	0.000000	0.687500
1169_1		0.000000	0.000000	0.085106
1171_1		0.000000	0.000000	0.095238
1173_1		0.000000	0.000000	0.129032
1174_1		0.125000	0.000000	0.444444
1175_1		0.000000	0.000000	0.095238
1177_1		0.000000	0.000000	0.176471
1178_1		1.000000	0.000000	0.666667
1179_1		0.100000	0.000000	0.150000
1182_1		0.000000	0.000000	0.058824
1184_1		0.000000	0.000000	0.000000
1186_1		0.000000	0.000000	0.370370
1189_1		0.000000	0.000000	0.100000
1192_1		0.000000	0.000000	0.129032
1194_1		1.000000	0.000000	0.142857
1195_1		0.000000	0.000000	0.105263
1197_1		0.142857	0.000000	0.129032
1198_1		0.000000	0.000000	0.274510
1202_1		0.000000	0.000000	0.173913
1203_1		0.000000	0.000000	0.074074
1206_1		0.000000	0.000000	0.105263
1207_1		0.000000	0.000000	0.500000
1208_1		0.000000	0.000000	0.235294
1210_1		0.000000	0.000000	0.045455
1211_1		0.000000	0.000000	0.315789
1218_1		0.000000	0.000000	0.085106
1219_1		0.000000	0.000000	0.000000
1223_1		0.000000	0.000000	0.193548
1224_1		0.000000	0.000000	0.083333
1227_1		0.000000	0.000000	0.228571
1229_1		0.000000	0.000000	0.068966
1232_1		0.000000	0.000000	0.160000
1233_1		1.000000	1.000000	1.000000
1234_1		0.000000	0.000000	0.117647
1238_1		0.000000	0.000000	0.193548
1239_1		0.000000	0.000000	0.045455
1240_1		0.000000	0.000000	0.200000
1241_1		0.000000	0.000000	0.058824
1242_1		0.000000	0.000000	0.125000
1244_1		0.000000	0.000000	0.384615
1245_1		0.000000	0.000000	0.500000
1247_1		1.000000	0.000000	0.170213
1248_1		0.200000	0.000000	0.178571
1250_1		0.000000	0.000000	0.129032
1251_1		0.000000	0.000000	0.486486
1253_1		0.250000	0.000000	0.263158
1256_1		0.000000	0.000000	0.000000
1259_1		0.000000	0.000000	0.206897
1260_1		0.000000	0.000000	0.083333
1262_1		0.000000	0.000000	0.166667
1263_1		0.000000	0.000000	0.057143
1264_1		0.500000	0.000000	0.956522
1265_1		0.000000	0.000000	0.125000
1268_1		0.000000	0.000000	0.000000
1269_1		0.000000	0.000000	0.263158
1276_1		0.000000	0.000000	0.000000
1278_1		0.000000	0.000000	0.117647
1279_1		0.000000	0.000000	0.625000
1281_1		0.000000	0.000000	0.137931
1282_1		0.000000	0.000000	0.117647
1283_1		0.000000	0.000000	0.068966
1284_1		0.000000	0.000000	0.064516
1286_1		0.142857	0.000000	0.166667
1287_1		0.000000	0.000000	0.210526
1289_1		1.000000	1.000000	1.000000
1290_1		0.000000	0.000000	0.470588
1291_1		1.000000	0.000000	0.960000
1293_1		0.000000	0.000000	0.214286
1295_1		0.000000	0.000000	0.090909
1297_1		0.000000	0.000000	0.111111
1298_1		0.142857	0.000000	0.102564
1299_1		0.000000	0.000000	0.102564
1300_1		0.000000	0.000000	0.235294
1302_1		0.000000	0.000000	0.315789
1304_1		0.100000	0.000000	0.285714
1305_1		0.000000	0.000000	0.105263
1306_1		0.000000	0.000000	0.347826
1309_1		0.333333	0.000000	0.186047
1311_1		0.000000	0.000000	0.127660
1316_1		0.000000	0.000000	0.038462
1317_1		0.000000	0.000000	0.000000
1318_1		1.000000	0.000000	0.914286
1320_1		0.125000	0.000000	0.190476
1321_1		0.000000	0.000000	0.916667
1323_1		0.000000	0.000000	0.121212
1327_1		0.000000	0.000000	0.125000
1330_1		0.000000	0.000000	0.437500
1332_1		0.000000	0.000000	0.153846
1333_1		0.000000	0.000000	0.324324
1334_1		0.000000	0.000000	0.051282
1336_1		0.000000	0.000000	0.320000
1337_1		0.125000	0.000000	0.375000
1338_1		0.200000	0.000000	0.285714
1340_1		1.000000	0.000000	0.137931
1341_1		0.000000	0.000000	0.000000
1342_1		0.000000	0.000000	0.139535
1344_1		0.142857	0.000000	0.105263
1345_1		0.000000	0.000000	0.200000
1347_1		0.000000	0.000000	0.137931
1350_1		0.000000	0.000000	0.133333
1354_1		0.200000	0.000000	0.482759
1355_1		0.111111	0.000000	0.108108
1356_1		0.000000	0.000000	0.153846
1358_1		0.000000	0.000000	0.000000
1360_1		0.000000	0.000000	0.051282
1361_1		0.000000	0.000000	0.117647
1363_1		0.000000	0.000000	0.333333
1364_1		0.000000	0.000000	0.071429
1365_1		0.000000	0.000000	0.136364
1367_1		0.000000	0.000000	0.080000
1369_1		0.000000	0.000000	0.000000
1370_1		0.000000	0.000000	0.000000
1372_1		0.000000	0.000000	0.285714
1374_1		0.000000	0.000000	0.133333
1375_1		0.000000	0.000000	0.000000
1379_1		0.142857	0.000000	0.933333
1380_1		0.000000	0.000000	0.000000
1387_1		0.000000	0.000000	0.000000
1388_1		0.000000	0.000000	0.062500
1389_1		0.000000	0.000000	0.200000
1391_1		0.000000	0.000000	0.368421
1393_1		0.000000	0.000000	0.074074
1395_1		0.000000	0.000000	0.250000
1396_1		0.000000	0.000000	0.285714
1399_1		1.000000	0.000000	0.956522
1401_1		0.000000	0.000000	0.071429
1403_1		0.000000	0.000000	0.000000
1404_1		0.500000	0.000000	0.244898
1405_1		0.100000	0.000000	0.315789
1407_1		0.000000	0.000000	0.166667
1408_1		0.000000	0.000000	0.000000
1410_1		0.000000	0.000000	0.333333
1413_1		0.000000	0.000000	0.210526
1414_1		0.250000	0.000000	0.162162
1415_1		0.500000	0.000000	0.060606
1416_1		0.142857	0.000000	0.242424
1418_1		0.000000	0.000000	0.137931
1419_1		0.142857	0.000000	0.486486
1420_1		0.000000	0.000000	0.270270
1421_1		0.000000	0.000000	0.117647
1422_1		0.000000	0.000000	0.000000
1423_1		0.000000	0.000000	0.181818
1424_1		0.250000	0.000000	0.162162
1425_1		0.000000	0.000000	0.307692
1428_1		0.000000	0.000000	0.156863
1429_1		0.000000	0.000000	0.000000
1430_1		1.000000	0.000000	0.311111
1432_1		0.000000	0.000000	0.400000
1436_1		0.500000	0.000000	0.533333
1437_1		0.000000	0.000000	0.071429
1439_1		1.000000	1.000000	1.000000
1441_1		0.000000	0.000000	0.057143
1443_1		0.500000	1.000000	1.000000
1444_1		0.000000	0.000000	0.157895
1445_1		0.000000	0.000000	0.000000
1446_1		0.500000	0.000000	0.108108
1447_1		0.000000	0.000000	0.296296
1450_1		0.000000	0.000000	0.000000
1452_1		0.000000	0.000000	0.352941
1454_1		1.000000	0.000000	0.186047
1458_1		0.000000	0.000000	0.266667
1459_1		0.000000	0.000000	0.057143
1461_1		0.000000	0.000000	0.117647
1462_1		0.000000	0.000000	0.000000
1465_1		0.000000	0.000000	0.272727
1468_1		0.000000	0.000000	0.080000
1469_1		1.000000	1.000000	1.000000
1470_1		0.000000	0.000000	0.210526
1473_1		0.166667	0.000000	0.272727
1475_1		0.000000	0.000000	0.222222
1476_1		0.333333	0.000000	0.055556
1477_1		0.000000	0.000000	0.121212
1478_1		0.000000	0.000000	0.242424
1479_1		0.142857	0.000000	0.363636
1480_1		0.000000	0.000000	0.388889
1481_1		0.000000	0.000000	0.113208
1482_1		0.000000	0.000000	0.000000
1483_1		0.250000	0.000000	0.571429
1484_1		0.166667	0.000000	0.545455
1485_1		0.000000	0.000000	0.000000
1487_1		0.000000	0.000000	0.080000
1490_1		0.333333	0.000000	0.769231
1491_1		0.000000	0.000000	0.133333
1492_1		1.000000	1.000000	1.000000
1494_1		0.000000	0.000000	0.097561
1495_1		0.000000	0.000000	0.055556
1499_1		0.250000	0.000000	0.777778
1500_1		0.000000	0.000000	0.080000
1501_1		0.000000	0.000000	0.333333
1502_1		0.000000	0.000000	0.285714
1503_1		0.125000	0.000000	0.058824
1504_1		0.500000	0.000000	0.255319
1505_1		0.000000	0.000000	0.057143
1506_1		1.000000	0.000000	0.964286
1507_1		0.000000	0.000000	0.121212
1508_1		0.000000	0.000000	0.000000
1509_1		0.000000	0.000000	0.000000
1510_1		0.000000	0.000000	0.315789
1512_1		0.000000	0.000000	0.181818
1513_1		0.000000	0.000000	0.000000
1514_1		0.000000	0.000000	0.048780
1515_1		0.000000	0.000000	0.222222
1516_1		1.000000	0.000000	0.782609
1519_1		0.000000	0.000000	0.076923
1520_1		0.000000	0.000000	0.122449
1522_1		0.000000	0.000000	0.086957
1523_1		0.000000	0.000000	0.227273
1524_1		0.000000	0.000000	0.114286
1525_1		0.125000	0.000000	0.170213
1533_1		0.000000	0.000000	0.000000
1534_1		0.000000	0.000000	0.064516
1535_1		1.000000	0.000000	0.222222
1536_1		0.000000	0.000000	0.260870
1538_1		0.000000	0.000000	0.000000
1541_1		1.000000	0.000000	0.736842
1542_1		0.000000	0.000000	0.000000
1543_1		0.000000	0.000000	0.250000
1545_1		0.000000	0.000000	0.095238
1546_1		0.000000	0.000000	0.105263
1548_1		0.125000	0.000000	0.214286
1549_1		1.000000	1.000000	1.000000
1551_1		0.000000	0.000000	0.111111
1552_1		0.250000	0.000000	0.516129
1553_1		0.000000	0.000000	0.000000
1557_1		0.000000	0.000000	0.114286
1559_1		0.000000	0.000000	0.160000
1560_1		0.000000	0.000000	0.173913
1561_1		0.000000	0.000000	0.250000
1562_1		0.000000	0.000000	0.000000
1565_1		0.000000	0.000000	0.272727
1566_1		0.000000	0.000000	0.000000
1568_1		0.142857	0.000000	0.000000
1569_1		0.000000	0.000000	0.000000
1571_1		0.000000	0.000000	0.000000
1572_1		0.000000	0.000000	0.048780
1574_1		0.000000	0.000000	0.060606
1575_1		0.000000	0.000000	0.263158
1577_1		1.000000	0.000000	0.157895
1578_1		0.000000	0.000000	0.129032
1580_1		1.000000	0.000000	0.238095
1581_1		0.000000	0.000000	0.190476
1582_1		0.000000	0.000000	0.000000
1583_1		0.000000	0.000000	0.000000
1584_1		0.000000	0.000000	0.000000
1585_1		0.000000	0.000000	0.173913
1587_1		0.000000	0.000000	0.388889
1588_1		0.500000	0.000000	0.972973
1589_1		0.000000	0.000000	0.250000
1591_1		0.000000	0.000000	0.000000
1593_1		0.111111	0.000000	0.000000
1598_1		0.000000	0.000000	0.055556
1600_1		0.000000	0.000000	0.057143
1601_1		0.000000	0.000000	0.190476
1603_1		0.000000	0.000000	0.000000
1604_1		0.000000	0.000000	0.000000
1605_1		0.000000	0.000000	0.205128
1610_1		0.000000	0.000000	0.400000
1612_1		0.000000	0.000000	0.000000
1615_1		0.000000	0.000000	0.333333
1616_1		0.000000	0.000000	0.125000
1617_1		0.250000	0.000000	0.117647
1621_1		0.000000	0.000000	0.300000
1623_1		0.000000	0.000000	0.400000
1626_1		0.000000	0.000000	0.195122
1628_1		0.000000	0.000000	0.166667
1630_1		0.000000	0.000000	0.148148
1631_1		0.000000	0.000000	0.260870
1633_1		0.000000	0.000000	0.000000
1634_1		1.000000	0.000000	0.809524
1635_1		0.000000	0.000000	0.050000
1636_1		0.000000	0.000000	0.137931
1637_1		0.000000	0.000000	0.583333
1638_1		0.000000	0.000000	0.181818
1640_1		0.000000	0.000000	0.105263
1641_1		0.000000	0.000000	0.071429
1643_1		0.000000	0.000000	0.451613
1645_1		0.000000	0.000000	0.307692
1647_1		0.000000	0.000000	0.222222
1650_1		1.000000	0.000000	0.666667
1652_1		0.000000	0.000000	0.250000
1654_1		0.000000	0.000000	0.000000
1655_1		1.000000	0.000000	0.947368
1657_1		0.000000	0.000000	0.307692
1660_1		0.000000	0.000000	0.000000
1661_1		0.000000	0.000000	0.428571
1662_1		0.000000	0.000000	0.370370
1666_1		0.000000	0.000000	0.111111
1671_1		0.000000	0.000000	0.270270
1673_1		0.000000	0.000000	0.200000
1675_1		0.000000	0.000000	0.000000
1676_1		1.000000	0.000000	0.382979
1678_1		0.000000	0.000000	0.052632
1680_1		0.166667	0.000000	0.428571
1681_1		0.000000	0.000000	0.279070
1682_1		0.200000	0.000000	0.186047
1683_1		0.000000	0.000000	0.000000
1684_1		0.000000	0.000000	0.033333
1685_1		0.000000	0.000000	0.222222
1686_1		0.000000	0.000000	0.176471
1687_1		0.000000	0.000000	0.333333
1688_1		0.000000	0.000000	0.190476
1691_1		0.000000	0.000000	0.250000
1692_1		0.000000	0.000000	0.341463
1694_1		0.000000	0.000000	0.122449
1695_1		0.000000	0.000000	0.062500
1696_1		0.000000	0.000000	0.050000
1697_1		0.000000	0.000000	0.083333
1699_1		0.000000	0.000000	0.057143
1701_1		0.000000	0.000000	0.210526
1702_1		0.000000	0.000000	0.055556
1703_1		0.000000	0.000000	0.064516
1704_1		0.000000	0.000000	0.090909
1708_1		1.000000	0.000000	0.108108
1709_1		0.000000	0.000000	0.100000
1711_1		0.000000	0.000000	0.266667
1715_1		1.000000	0.000000	0.139535
1716_1		0.000000	0.000000	0.588235
1718_1		0.000000	0.000000	0.058824
1719_1		0.250000	0.000000	0.727273
1720_1		0.111111	0.000000	0.750000
1722_1		0.000000	0.000000	0.000000
1728_1		0.000000	0.000000	0.296296
1729_1		0.000000	0.000000	0.344828
1730_1		0.333333	0.000000	0.176471
1731_1		0.000000	0.000000	0.228571
1732_1		0.000000	0.000000	0.142857
1733_1		0.000000	0.000000	0.000000
1734_1		0.000000	0.000000	0.200000
1736_1		0.166667	0.000000	0.190476
1738_1		0.000000	0.000000	0.114286
1739_1		0.000000	0.000000	0.000000
1740_1		0.000000	0.000000	0.121212
1743_1		0.000000	0.000000	0.206897
1750_1		1.000000	1.000000	1.000000
1752_1		0.000000	0.000000	0.000000
1754_1		0.000000	0.000000	0.153846
1755_1		0.000000	0.000000	0.054054
1756_1		0.250000	0.000000	0.255319
1758_1		0.333333	0.000000	0.421053
1759_1		1.000000	0.000000	0.046512
1760_1		0.000000	0.000000	0.526316
1761_1		0.000000	0.000000	0.066667
1762_1		0.000000	0.000000	0.150000
1764_1		0.500000	1.000000	1.000000
1765_1		0.000000	0.000000	0.090909
1766_1		0.000000	0.000000	0.266667
