turnid	ROUGE1-R	MRR	Exact match	F1	ROUGEL-F1
344_3	0.352941				
344_4	0.529412	0.000000	0.000000	0.088889	0.115385
344_5	0.272727		0.000000	0.000000	0.000000
344_6	0.800000				
344_7	0.666667				
344_8	0.571429				
344_9	0.428571				
345_2	0.555556		0.000000	0.000000	0.000000
345_3	0.444444		0.000000	0.051282	0.044444
345_4	1.000000		0.000000	0.200000	0.347826
345_5	0.714286		0.000000	0.275862	0.294118
345_6	0.714286		0.000000	0.200000	0.090909
345_7	0.857143	0.333333	0.000000	0.318182	0.200000
346_2	0.642857		0.000000	0.000000	0.000000
346_3	0.888889		0.000000	0.342857	0.307692
346_4	0.875000		0.000000	0.428571	0.428571
346_5	0.916667	1.000000	0.000000	0.965517	0.971429
346_6	0.692308				
346_7	0.750000		0.000000	0.181818	0.122449
346_8	0.714286		0.000000	0.214286	0.153846
347_2	1.000000	1.000000	1.000000	1.000000	1.000000
347_3	1.000000	0.166667	0.000000	0.205128	0.173913
347_4	1.000000		0.000000	0.711111	0.703704
348_2	0.666667				
348_3	0.666667				
348_4	0.125000		0.000000	0.000000	0.000000
348_5	0.555556		0.000000	0.000000	0.000000
348_6	0.230769				
349_2	0.500000		0.000000	0.052632	0.045455
349_3	0.428571				
349_4	0.555556				
349_5	0.800000				
349_6	0.428571	0.000000	0.000000	0.090909	0.085106
349_7	0.375000		0.000000	0.000000	0.029412
349_8	0.833333		0.000000	0.048780	0.148148
349_9	0.545455	0.000000	0.000000	0.000000	0.000000
349_10	0.444444	0.000000	0.000000	0.062500	0.052632
349_11	0.625000		0.000000	0.129032	0.057143
350_2	0.214286		0.000000	0.210526	0.083333
350_3	0.666667				
350_4	0.750000		0.000000	0.200000	0.171429
350_5	0.625000		0.000000	0.000000	0.000000
350_6	0.666667				
350_7	0.777778		0.000000	0.166667	0.093023
350_8	0.800000				
351_2	0.625000	0.000000	0.000000	0.181818	0.160000
351_3	0.777778		0.000000	0.166667	0.137931
351_4	0.857143				
351_5	1.000000				
351_6	0.500000				
352_2	0.750000	0.000000	0.000000	0.148148	0.133333
352_3	0.714286	0.000000	0.000000	0.000000	0.000000
352_4	0.777778	0.000000	0.000000	0.000000	0.000000
352_5	0.777778		0.000000	0.000000	0.000000
352_6	0.500000	0.000000	0.000000	0.000000	0.000000
352_7	0.714286		0.000000	0.363636	0.333333
352_8	0.600000		0.000000	0.240000	0.178571
352_9	0.800000	0.000000	0.000000	0.000000	0.139535
353_2	0.800000	0.000000	0.000000	0.250000	0.250000
353_3	0.900000		0.000000	0.578947	0.520000
353_4	1.000000	1.000000	0.000000	0.232558	0.264151
353_5	0.642857	1.000000	0.000000	0.150943	0.151515
354_2	0.875000		0.000000	0.000000	0.068966
354_3	0.777778	0.000000	0.000000	0.272727	0.142857
354_4	0.875000	0.000000	0.000000	0.833333	0.875000
354_5	0.571429		0.000000	0.108108	0.139535
354_6	1.000000		0.000000	0.206897	0.187500
355_2	0.571429		0.000000	0.250000	0.166667
355_3	0.666667		0.000000	0.146341	0.111111
355_4	0.500000		0.000000	0.000000	0.043478
355_5	0.400000	0.000000	0.000000	0.133333	0.153846
355_6	0.222222		0.000000	0.000000	0.000000
356_2	0.857143	0.000000	0.000000	0.153846	0.235294
356_3	0.833333		0.000000	0.000000	0.000000
356_4	0.800000		0.000000	0.000000	0.000000
356_5	0.800000		0.000000	0.000000	0.000000
356_6	0.800000		0.000000	0.095238	0.153846
357_2	0.800000	0.000000	0.000000	0.121212	0.232558
357_3	0.777778	0.000000	0.000000	0.303030	0.153846
357_4	0.888889		0.000000	0.102564	0.177778
358_2	0.800000	0.500000	0.000000	0.297872	0.148148
358_3	0.833333		0.000000	0.000000	0.000000
359_2	0.500000		0.000000	0.173913	0.258065
359_3	1.000000	0.000000	0.000000	0.250000	0.216216
359_4	0.900000		0.000000	0.244898	0.222222
359_5	1.000000		0.000000	0.076923	0.137931
359_6	1.000000		0.000000	0.370370	0.250000
360_2	0.666667	0.000000	0.000000	0.060606	0.055556
360_3	0.375000		0.000000	0.105263	0.095238
360_4	0.500000		0.000000	0.000000	0.000000
